funded_amnt,loan_term_year,int_rate,grade_code,purpose_code,addr_state_code,home_ownership_code,annual_inc,dti,revol_util,pub_rec_bankruptcies,repaid,total_pymnt
14000,3,10.99,1,2,3,4,65000,21.14,54.7,0,1,16497.89946
4800,3,15.62,3,1,4,3,62000,14.07,60.4,0,1,6042.71535
3500,3,5.42,0,2,0,4,70000,0.41,8.6,0,1,3800.137669
35000,5,15.23,2,4,2,0,250000,10.77,58,0,1,45855.14224
15000,5,19.69,4,9,5,4,45000,15.09,86,0,1,23689.33167
10000,3,5.42,0,4,0,0,96000,1.69,16.8,0,1,10857.537455569409
2800,3,13.99,2,2,1,4,45000,12.43,7.1,0,1,3303.1747
32350,5,21.74,5,4,3,0,91000,21.3,40.9,0,0,42134.53
10000,3,15.99,3,2,0,0,36000,21.6,53,0,0,9191.000000000002
12000,5,8.49,0,13,0,0,42000,0.43,9.2,0,1,14641.28582
10000,5,13.99,2,9,2,4,80004,6.33,32.8,0,0,4629.719999999998
21000,3,11.99,1,2,1,0,95000,10.32,86.4,0,1,25106.33837
15000,3,10.59,1,9,0,0,69500,9.5,29.9,0,1,16629.23406
1600,3,13.99,2,8,1,0,130000,9.01,86.8,0,1,1737.194652
11200,3,9.99,1,2,5,4,61000,24.16,0.9,0,1,13008.236479333602
14000,3,9.99,1,2,0,4,120000,6.36,68.8,0,1,16260.26672
1400,3,14.79,2,4,0,0,48000,10.9,39.7,0,1,1527.026334
16425,5,19.29,4,2,5,4,38800,24.22,97.6,0,1,22354.64998
8000,3,9.99,1,9,5,4,53052,18.95,53.6,0,1,9291.597478
14400,5,11.49,1,2,1,3,34920,23.99,7.6,0,1,16525.74731
1000,3,11.99,1,9,5,4,34800,20.69,77.3,0,1,1038.660679
20000,5,11.99,1,2,4,0,52000,25.06,56.7,0,1,22890.62354
10000,3,9.99,1,2,0,4,53000,13.97,45.5,0,1,11292.75429
10000,3,9.99,1,11,4,4,65000,1.61,18.2,0,1,11614.46797
28000,5,13.49,2,2,1,4,67000,25.9,24.7,0,1,37733.059951333096
25000,5,11.49,1,2,0,0,96660,20.09,20.5,0,1,32980.51
15000,5,17.49,3,1,4,4,130000,11.25,47.3,0,1,18381.49151
6000,3,7.49,0,2,0,4,18000,20.47,41.6,0,1,6715.323571
4000,3,11.49,1,12,4,4,95000,10.19,78.6,0,1,4747.826411
4500,3,13.49,2,0,5,4,45000,21.57,80.3,0,0,3195.3599999999988
4000,3,5.99,0,8,3,4,65000,13.74,15.8,0,1,4380.105313
5650,3,15.99,3,1,1,3,20000,10.92,75.5,1,1,7147.31865
16000,5,13.49,2,2,4,4,52000,6.76,46.1,0,1,22103.13044116889
12000,3,12.99,2,2,3,0,180000,22.3,89.8,0,1,14553.70367
6000,3,6.99,0,2,4,4,96000,19.68,22.1,0,1,6559.518227
25000,5,15.23,2,2,1,4,75000,12.66,7.5,0,1,30281.567790079203
25000,5,13.49,2,4,0,0,124000,5.25,13.6,0,1,31830.132306672203
8000,3,11.99,1,1,2,0,100800,17.31,74.5,0,1,8587.700529
11200,3,13.99,2,2,1,4,54000,20.04,88.1,0,1,13338.17314
6800,3,10.59,1,2,0,4,54000,13.53,39.8,0,1,7505.934966
20000,5,16.49,3,13,5,0,72000,24.58,34.8,0,1,22112.935766771803
14000,3,10.99,1,12,3,3,40000,13.71,46.6,1,1,16013.13748
4200,3,5.99,0,1,4,0,67000,8.38,12.4,0,1,4515.744996
25000,5,19.29,4,9,5,0,74326,23.07,90,0,0,27337.85
10000,3,8.49,0,2,0,0,240000,2.85,8.7,0,1,10398.27971
20800,5,20.62,5,1,5,0,70000,19.73,33.7,0,1,31695.64006
5000,3,11.49,1,2,4,0,75000,5.02,41.5,0,1,5654.868195
13000,3,8.49,0,2,0,0,78000,11.69,4.5,0,0,8951.36
8000,3,5.42,0,0,2,0,22000,24.16,11.4,0,1,8686.027625
18000,3,13.99,2,2,4,4,65000,13.16,73,0,1,20759.97503
10500,3,7.49,0,2,0,3,60000,4.96,26.6,0,1,11756.40213
10000,3,7.49,0,2,4,4,26400,11.86,34.9,0,1,10878.51201
3000,3,10.99,1,2,0,4,67000,20.96,40.3,0,1,3457.14676
4400,3,5.99,0,7,0,0,48000,8.43,11.6,0,1,4814.132436
6000,3,6.99,0,12,1,0,90000,18.16,55.8,0,1,6667.374696
25300,3,10.99,1,11,4,4,95000,1.68,19.7,0,0,25242.42
15000,5,10.99,1,2,0,4,80400,13.42,34.7,0,1,19583.87001
5175,5,11.99,1,2,1,4,46000,4.93,42.3,1,1,6905.307536
7000,5,20.99,5,2,4,4,36000,12.77,38.1,0,1,10935.41001
11300,5,12.99,2,2,1,0,40800,17.62,62,0,0,9254.16
18400,3,5.99,0,2,3,0,100000,17.89,25.1,0,1,20148.457802759094
4800,3,10.99,1,6,0,0,54600,14.15,65.4,0,1,5425.504378
2400,3,12.99,2,11,0,4,67000,15.01,35.5,0,1,2910.6787458378003
6000,3,10.99,1,0,4,4,225000,5.51,91.3,0,1,6699.989303
10000,3,7.49,0,1,4,4,90000,8.44,4.1,0,1,11196.569426745398
20000,5,17.99,4,1,4,4,54000,18.04,83.3,0,1,30465.57645390888
7000,3,7.49,0,0,4,0,36000,18.83,8.9,0,1,7837.573248
22000,5,12.99,2,1,5,0,90000,9.85,32.7,0,1,28701.879979899903
12000,5,14.79,2,2,3,4,45000,14.72,62.2,0,0,8245.99
9175,5,10.59,1,11,2,4,18000,26.25,12.8,0,0,7661.52
4000,3,12.99,2,2,1,4,42000,18.6,29.7,0,0,673.8
1500,3,5.99,0,9,0,3,57600,12.6,59.4,0,1,1640.274866
6000,3,8.49,0,8,1,4,70000,8.93,0,0,1,6817.574795
12800,3,7.49,0,2,0,0,56000,15.34,0.5,0,0,3582.990000000005
5400,3,11.99,1,2,4,4,55000,10.19,66,0,1,6322.586879
10000,3,8.49,0,1,2,0,65000,12.24,50.3,0,1,11167.195249749297
9500,5,10.99,1,2,4,4,48000,17.7,23.8,0,1,9758.219475
7800,3,6.99,0,2,0,0,59000,20.11,54.3,0,1,8668.988098834201
3200,3,5.99,0,2,4,0,82000,14.58,74.3,0,1,3472.781687
20000,5,12.99,2,2,4,4,44000,12.22,33.5,0,1,20850.40597
1800,5,20.25,5,2,4,0,32000,2.63,53.7,0,1,2876.018062
5600,3,8.49,0,1,2,4,63000,11.85,87.1,0,1,6350.721818
5000,3,17.99,4,6,4,4,36000,0.4,1.2,0,0,722.96
3000,3,13.49,2,1,0,4,21600,18.94,84.9,0,1,3647.469872965299
16000,5,10.99,1,2,1,0,76800,24.13,10.4,0,1,17756.25005
10000,3,10.59,1,13,1,0,38000,14.75,17.8,0,0,6529.93
2500,3,11.99,1,1,2,4,44500,15.1,46.7,0,1,2926.968379
9350,3,7.49,0,1,0,4,50000,22.01,67.6,0,1,10483.85942
20000,3,7.49,0,2,0,4,54833,18.86,55.1,0,1,22370.089556204697
13600,3,11.99,1,2,0,4,73000,3.76,72.8,0,1,16259.38536
13650,5,23.59,6,2,3,4,40000,15.42,51.6,0,0,15463.37
5000,3,7.49,0,2,0,4,32000,15.49,56.8,0,1,5595.397766
10000,3,8.49,0,6,2,0,33390,11.46,9.9,0,1,11167.082
30000,5,20.99,5,9,0,4,98400,16.68,54.6,0,1,47435.51996
8400,3,13.99,2,2,0,4,51996,12.44,84.8,0,1,10333.77331
6000,3,7.49,0,2,5,3,30000,28.76,35,0,0,4248.84
4000,5,13.49,2,2,4,4,29004,19.65,46.7,0,1,4688.858321
18825,5,16.49,3,2,0,4,30000,18.96,72.6,0,1,25500.69642
3500,3,8.49,0,2,1,4,26400,7.27,55.1,0,0,1780.74
6600,3,7.49,0,9,1,4,34800,2.1,2.6,0,1,7355.339081
3600,3,5.99,0,12,0,4,30000,20.32,55.2,0,1,3738.079101
15000,5,18.39,4,2,1,0,32076,6.96,97.7,0,1,23037.04005
20000,3,17.99,4,2,0,4,160000,3.61,29.8,0,1,26026.08584
18000,5,11.49,1,2,4,0,57500,6.18,37.1,0,1,23746.52399
12400,5,18.39,4,2,1,0,55000,5.21,27.9,0,1,14709.97338
3000,3,7.49,0,2,0,3,70000,22.29,77.9,0,1,3357.223673
35000,3,12.99,2,11,0,0,80000,5.28,70.7,0,1,42448.30883366132
25000,5,13.49,2,4,3,0,63000,0.21,0.4,0,1,26173.261192051406
12000,3,12.99,2,2,0,0,48000,17.88,91.7,0,1,14365.22482
8000,5,16.49,3,2,3,4,90000,18.28,61.9,0,1,11708.01
7750,5,16.49,3,2,3,0,65000,22.74,72.7,0,0,6721.51
35000,5,13.49,2,2,4,4,120000,6.32,4.7,0,1,48309.71615268701
2500,3,6.99,0,0,0,0,60000,19.38,60.7,0,1,2778.493151
12000,3,6.99,0,4,5,0,92000,1.53,1.4,0,1,13243.09441
9000,3,10.59,1,2,5,0,56000,8.36,44.9,0,1,10544.51041
20000,5,18.79,4,2,0,4,75996,12.58,49.1,0,1,30443.69
6000,3,16.49,3,10,5,0,51200,9.89,90.6,0,1,7646.246345786017
8000,3,9.99,1,2,4,4,62000,24.91,35.1,0,1,9291.597478
4200,3,7.49,0,8,3,0,75000,5.07,0.1,0,1,4699.503964
3525,5,10.99,1,9,4,0,129996,16.74,78.2,0,1,4545.460002
10000,3,11.49,1,6,4,0,68000,9.99,43,0,1,11869.59974
27000,5,18.39,4,2,3,3,62000,14.77,45.1,0,1,38685.18555
6000,3,5.42,0,6,0,0,100000,6.48,4.3,0,1,6479.6012594477015
29100,3,15.99,3,2,0,4,70000,22.37,61.8,0,1,36833.06507
6400,3,15.99,3,9,5,0,50000,9.34,97.3,0,0,4192.92
15000,3,12.99,2,2,4,4,46890,18.14,12.4,0,1,16809.48661
8000,3,8.49,0,13,0,4,80500,1.65,76.6,0,1,9090.083603
2100,3,11.49,1,9,5,0,54996,12.96,63.6,0,1,2492.624035
24000,5,13.49,2,2,2,0,98000,14.63,74.4,0,1,32307.93005
20000,3,7.49,0,2,1,4,39915,13.71,17.2,0,1,20910.719556410902
7000,3,9.99,1,9,0,4,100840,15.07,73.6,0,1,8130.133358
25000,3,10.99,1,1,0,0,57120,15.29,80.1,0,1,27987.073333001503
4200,3,15.62,3,9,1,3,24000,3.2,41,0,1,5287.352058
4000,5,11.99,1,2,2,4,26004,24.18,31.6,0,0,3705.199999999998
35000,3,11.99,1,2,1,4,85000,22.76,22.5,0,1,39784.74489
6500,3,17.49,3,11,0,4,42000,7.91,89.5,0,1,8379.913112
1800,3,7.49,0,9,0,0,55000,11.3,75.3,0,1,1890.914818
5000,3,6.99,0,2,0,4,42000,27.86,19.6,0,1,5557.025543
15000,3,11.99,1,2,1,0,43000,9.27,81,1,1,17619.61211
35000,5,13.49,2,9,1,0,80000,20.54,44.7,0,1,47665.06997
14000,3,8.49,0,2,0,4,46000,22.67,53.7,0,1,15093.45775
8000,3,6.99,0,11,0,0,70000,9.19,20,0,1,8047.24
12000,5,11.99,1,2,0,4,65500,9.36,0,1,1,14442.72256
4800,3,10.59,1,2,2,4,32000,20.21,27.4,0,1,5623.730666
10000,5,12.99,2,11,0,4,50000,11.66,12.7,0,1,13622.28
5000,3,13.49,2,13,1,0,113000,12.96,80.2,0,1,6088.781434
14975,5,13.49,2,2,0,4,49100,15.71,39,0,1,20468.31002
3600,3,15.62,3,9,4,4,132000,21.62,83.3,0,1,4531.988752848001
15000,3,18.39,4,9,4,3,33600,14.25,97,0,1,19628.046522335306
14675,5,11.49,1,2,0,4,28000,23.1,66.8,0,0,2383.54
1000,3,10.99,1,2,0,4,30000,23.12,52.4,0,1,1178.384723
20000,5,12.99,2,2,1,0,70000,10.29,23.4,0,1,26187.71
12000,3,12.99,2,2,1,4,51000,10.35,52.3,0,1,13703.49748
6000,3,7.49,0,2,4,4,41124,16.95,65.3,0,1,6527.544361
3200,5,17.49,3,2,0,4,31308,7.9,61.9,0,1,4822.209741
4000,3,10.99,1,8,0,4,42000,0.89,27,0,0,3348.12
1300,3,10.59,1,1,0,4,89000,5.18,69.2,0,1,1311.77
5550,3,9.99,1,1,4,3,38400,10,53.9,0,1,6446.027701379399
15000,5,13.49,2,2,4,4,105000,17.03,67.4,0,1,19779.04001
13000,3,10.59,1,2,0,0,90000,6.67,29.2,0,1,15230.97314
6000,3,8.49,0,2,3,4,35000,10.25,13.1,0,0,5685.450000000103
17625,3,7.49,0,9,0,0,120000,0.84,4,0,1,17842.61107
5000,3,12.99,2,1,5,0,78000,18.71,76.4,0,1,6064.010966
28000,5,12.99,2,4,1,0,105000,5.99,2.7,0,1,36987.40992
1700,3,15.23,2,8,1,4,33000,10.62,78.7,0,1,2144.4898688905178
35000,5,17.49,3,2,4,0,193600,6.01,74.9,0,1,43693.08397
10000,5,16.89,3,2,2,0,60000,14.82,55.3,0,0,5594.47
10000,3,13.49,2,2,5,0,87600,16.49,30.3,0,1,12177.62544
30000,3,19.29,4,4,1,0,126500,18.24,20.8,0,1,38995.97881
5000,3,10.99,1,9,3,4,52100,19.28,71.6,0,1,5892.116116
12000,5,10.99,1,4,0,0,155000,14.68,9.7,0,1,13834.08513
3600,5,17.49,3,2,0,4,69996,3.34,88.2,0,1,5424.8988
20000,5,19.69,4,1,0,4,120000,8.81,93.9,1,1,31600.83
18000,3,9.99,1,2,5,3,86000,11.56,4.6,0,1,19554.80805
12000,3,8.49,0,2,2,4,95000,15.46,44.4,0,1,13541.97113
1900,3,5.99,0,1,0,0,40200,2,16.7,0,1,1918.89
35000,3,10.59,1,11,5,0,110000,1.63,4.4,0,0,36325.35
3975,3,10.99,1,2,0,0,50000,20.83,55.6,0,1,4684.217234
2800,5,13.49,2,9,1,4,48996,16.63,90.8,0,0,3591.77
8000,3,5.99,0,4,0,0,55530,27.88,58.8,0,1,8760.210626
7000,3,12.99,2,13,5,0,52500,20.27,93.8,0,1,7493.376909
17400,5,18.39,4,2,4,4,70000,15.36,55,0,1,26725.84998
12000,3,10.99,1,2,0,0,105000,9.86,71.4,0,1,14141.06584
2500,3,6.99,0,11,2,4,40000,18.78,15.9,0,1,2778.493151
2400,3,11.99,1,2,3,4,32000,12.34,57.4,0,1,2741.868615
5600,3,7.49,0,2,0,4,42000,22.57,39.4,0,1,6270.083948
3000,5,12.99,2,4,1,4,55000,6.07,3.1,0,0,610.56
20000,5,16.49,3,2,4,4,57600,16.13,20.8,0,1,29522.51
25000,5,18.79,4,11,2,0,78000,3.63,21.2,0,1,38737.64752
10000,3,7.49,0,2,3,4,29000,17.5,37.2,0,1,11157.09765
3600,3,13.99,2,1,0,4,67000,16.1,36.4,0,0,2460.6
21000,5,13.99,2,1,0,0,75000,5.68,34.4,0,1,27246.03193
10000,3,5.99,0,11,3,0,141000,1.39,25.5,0,1,10322.90345
13250,3,15.62,3,2,3,4,40000,20.85,70.3,0,1,16645.12614
12000,5,11.49,1,2,4,0,55200,10.57,26.7,0,1,14896.65605
5000,3,5.42,0,2,0,4,44000,15,23,0,1,5428.767333
5625,3,6.99,0,6,5,0,100000,10.64,20.4,0,1,6241.681098438099
12000,3,6.99,0,4,2,0,42000,14.29,0,0,1,13087.900672117608
5000,3,11.49,1,9,4,4,72000,1.63,46.3,0,1,5892.547311143299
35000,3,12.99,2,2,0,4,75000,11.54,62.7,0,0,13320.48
18400,5,20.25,5,2,5,3,102000,19.24,84.9,0,1,29379.60008
13000,3,18.39,4,2,0,4,50000,8.52,90.6,0,0,16504.229999999996
10000,3,6.99,0,9,0,0,143004,0.52,13.2,0,1,11114.09033
13700,5,16.49,3,1,0,0,86000,17.82,84.4,0,1,20203.91223
15000,3,7.49,0,2,4,4,33000,20.18,37.1,0,1,16794.85805
15000,5,17.49,3,2,0,4,57600,22.06,22,0,1,22254.30002
12500,3,10.59,1,2,2,4,60000,24.6,39.7,0,1,14286.84884
5000,3,7.49,0,0,0,4,24720,26.36,1.3,0,1,5439.435402
3000,3,13.99,2,6,3,4,90000,5.88,30.2,0,1,3690.645342
16000,3,17.99,4,2,1,0,64000,17.61,91.5,0,1,20820.86867
6000,3,11.99,1,2,4,3,35000,19.37,28.8,0,0,3014.910000000001
6000,3,15.62,3,2,0,4,39000,20.06,90,0,0,1849.950000000003
20000,3,9.99,1,2,0,4,70000,22.34,54.2,0,1,23228.993695967896
14825,3,15.62,3,2,5,0,58000,21.39,73.8,0,1,18663.2985
6000,3,15.99,3,11,1,0,50000,21.7,86.3,0,1,7535.821171509699
6000,3,5.42,0,2,0,0,45100,5.96,9.8,0,1,6354.390354282198
12000,3,7.49,0,2,0,4,65000,13.4,23.5,0,1,13435.90021
20000,5,22.48,6,11,5,0,72800,16.83,53.6,0,1,25957.954073258803
8500,3,10.99,1,2,0,4,38400,19.31,38.6,0,1,9309.254999
20000,5,17.49,3,4,1,0,48500,13.86,18.7,0,0,3014.0399999999986
7400,3,6.99,0,2,0,4,62000,10.43,8.9,0,1,8224.427627674399
10000,3,11.49,1,2,0,0,88560,11.22,83.5,0,1,11869.59974
15000,5,18.79,4,2,4,4,62000,10.78,82.7,0,1,21298.20003
16000,5,17.49,3,2,3,4,66000,16.15,87.6,0,1,23515.54
15000,3,15.99,3,2,4,4,90000,24.81,84.1,0,1,18975.1194
6000,5,12.99,2,9,1,3,84000,2.14,32.5,0,1,7815.801704
15000,3,8.49,0,2,2,0,152000,11.18,61.5,0,1,15310.74556
15000,5,15.99,3,2,1,0,95000,11.85,60,0,0,4762.72
12000,5,10.59,1,1,4,4,25000,13.63,57.4,0,0,13523.14
7500,3,11.49,1,4,0,4,100300,9.76,30.8,0,1,8026.560733
27175,3,8.49,0,2,0,3,47844,21.39,45.7,0,1,30877.949831476803
35000,5,16.49,3,9,0,0,82300,2.32,19.8,0,1,42416.76601
10000,3,13.99,2,1,1,0,190000,24.64,92.1,0,1,12263.25407
7500,5,12.99,2,9,3,0,159996,19.45,87.6,0,1,10236.57999
11575,3,6.99,0,2,4,4,40000,28.89,19.8,0,1,12864.57907
4000,3,5.42,0,4,5,0,58000,11.61,3,0,1,4343.013949
3500,3,13.49,2,7,1,3,25000,19.15,44.4,0,0,1681.5899999999842
14000,5,18.39,4,2,1,4,90000,20.47,52.6,0,1,21461.98002
14000,3,11.49,1,1,0,0,190000,16.22,92.1,0,1,16552.65453
14400,3,12.99,2,2,2,0,57000,10.46,57.3,0,1,17464.398
1400,3,8.49,0,2,0,4,24960,19.76,31.6,0,1,1510.155295
10000,3,10.99,1,1,0,0,75000,16.88,87.7,0,1,11784.23223
11200,3,7.49,0,9,1,4,110000,8.68,23.9,0,1,12540.1679
20000,5,18.39,4,2,0,4,68400,14.81,94.4,0,0,3145.84
19200,3,11.99,1,2,0,0,104740,14.2,70.8,0,1,22948.075614925703
25000,5,18.79,4,2,3,4,99000,3.04,75.3,0,1,25656.9242
4200,3,7.49,0,2,2,4,50426,16.4,59,0,1,4701.742900772001
30000,5,22.11,6,1,3,0,100000,8.6,83.5,0,1,39530.61388
4200,3,5.99,0,9,1,0,94000,0.57,3.9,0,1,4515.700304
2400,3,18.79,4,1,0,4,38000,2.4,97,0,1,2823.647353
6000,5,15.99,3,13,4,4,83000,10.57,77.6,0,0,3661.999999999882
20000,5,11.49,1,1,0,0,60000,12.92,60.5,0,1,24267.36573
12000,5,13.99,2,1,0,4,50000,10.34,55.8,0,1,16253.27998
4800,3,10.99,1,4,1,0,57600,20.35,70.8,0,0,4157.38
24200,3,8.49,0,4,4,0,55000,6.37,9.9,0,1,27536.028605441694
25475,5,19.29,4,2,5,0,55400,23.44,61.4,0,1,26290.00191
7100,3,7.49,0,2,1,3,26000,27.18,25.3,0,0,3269.7
4150,3,7.49,0,9,1,0,54000,11.27,19.8,0,1,4646.548003
30000,5,11.99,1,1,0,0,75000,27.63,52.2,0,1,38046.273143367005
12800,3,11.49,1,2,0,0,67422,19.4,58.6,0,1,15193.098449559004
4200,3,5.99,0,1,0,4,85000,4.12,13.7,0,1,4599.088934
6000,3,9.99,1,0,5,0,100000,12.68,12,0,1,6698.831724
35000,5,17.49,3,11,3,0,96000,6.2,31.8,0,0,13992.9
4000,3,5.99,0,0,4,4,70000,5.91,4.8,0,1,4095.451054
15000,3,10.99,1,1,0,4,51395,22.88,77,0,1,17649.773918473602
5800,5,16.49,3,1,4,4,45000,1.49,49.4,0,0,5399.17
22400,3,12.99,2,2,0,4,68231,15.46,89.8,0,1,27166.8929
10000,3,6.99,0,2,5,0,67000,3.73,1.6,0,1,11114.09033
7200,3,13.49,2,2,0,4,43200,13.44,86.8,0,1,8794.766735
2500,3,8.49,0,7,5,0,146000,19.95,68.4,0,1,2517.96
35000,5,17.49,3,11,4,0,110000,13.53,44.1,0,1,36014.94886
30000,5,19.69,4,2,0,0,155000,12.05,94.6,0,1,46414.66992123293
7125,3,6.99,0,9,1,3,21600,1.78,44,0,1,7918.789846960401
7000,3,12.99,2,11,5,0,55000,22.06,90.8,0,0,5424.09
8400,3,13.49,2,2,3,4,42000,21.06,61.9,0,1,10260.53429
8400,3,11.49,1,1,0,4,35960,19.42,61.1,0,1,9970.496147
25000,5,15.99,3,2,3,4,75000,28.72,88.2,0,1,36469.08
4500,3,5.42,0,1,2,0,70000,12.5,48.1,0,1,4869.16052
5000,3,10.99,1,2,0,4,29120,3.91,29.4,0,1,5676.276997
17600,5,12.99,2,2,0,4,43000,12.84,48.8,0,1,23274.47995
25000,5,20.99,5,2,4,0,74000,15.73,44.8,1,1,36767.26012
5850,3,7.49,0,2,0,4,60000,9.7,25.5,0,1,6018.48
18000,3,11.49,1,2,5,3,120000,18.82,79.9,1,1,21365.31998
8150,3,15.23,2,1,1,0,41979,19.15,50.7,0,1,10203.80344
35000,5,19.69,4,2,3,0,122000,9.64,93.7,0,1,48963.19892
8000,3,12.99,2,13,4,0,90000,11.84,54.9,0,1,9024.173123
5000,3,8.49,0,6,0,0,100000,11.95,29.5,0,1,5568.575442
17700,3,11.49,1,1,4,4,65000,10.34,57.1,0,1,21009.22121
4000,3,6.99,0,9,1,0,45000,17.17,59.7,0,1,4445.604738
6200,3,8.49,0,9,4,4,50606,8.56,45.6,0,1,6794.585719
2500,3,5.42,0,0,0,4,26940,0.36,0.2,0,1,2714.383596
7500,3,7.49,0,2,0,4,48000,4.4,35.1,1,1,8397.40594
20000,3,11.49,1,2,3,0,105000,24.61,65.8,0,1,22829.74092
16000,3,5.99,0,2,0,0,104676,6.27,15.1,0,1,17520.42125
6000,3,5.42,0,4,1,4,43200,15.78,25.2,0,1,6054.200507
10000,3,5.99,0,8,1,4,39500,10.09,12.6,0,1,10919.35689
2400,3,7.49,0,2,0,0,84000,10.16,44.1,0,1,2687.154691
10000,5,18.39,4,4,5,4,60000,13.86,25.9,0,1,11595.595282781298
3000,3,13.99,2,2,0,0,45000,1.65,25.1,0,0,3383.16
9000,3,5.99,0,2,1,4,56000,19.61,39.1,0,1,9676.10373
5000,3,8.49,0,9,1,4,40000,4.95,10.9,0,1,5633.449254
15000,3,11.49,1,2,2,0,62916,6.07,47.6,0,1,17403.949948248897
17500,5,20.99,5,2,4,4,45000,11.09,98.4,0,0,20260.26
16000,5,15.99,3,2,2,4,37000,13.3,69.5,0,1,21489.46069
13000,3,7.49,0,1,5,0,54000,18.4,39.7,0,1,14555.52335
6600,3,11.49,1,2,2,4,36000,16.4,76.7,0,1,7813.474377029301
35000,3,13.99,2,2,3,0,205000,13.16,62.6,0,1,41491.74913
5000,3,8.49,0,1,0,4,100000,6.6,18.2,0,1,5518.049278
12000,5,18.39,4,2,3,0,105000,15.79,81.2,0,1,12185.81
7000,3,9.99,1,2,0,0,28296,26.51,62.4,0,1,8119.009856453099
24000,5,17.99,4,2,0,4,65088,14.16,32.6,0,1,26770.46991
3000,3,12.99,2,9,0,4,52000,12.44,66.5,0,1,3622.407
10400,3,5.99,0,1,0,0,67000,12.11,0.2,0,1,10935.00923
20000,5,16.89,3,2,2,0,86000,12.28,53.7,0,1,29358.33
11500,3,8.49,0,2,0,3,24840,16.14,64.3,0,1,13067.01029
8875,3,10.59,1,2,4,4,21312,15.54,67.8,0,0,7639.15
14400,3,9.99,1,4,0,0,139992,14.21,41,0,1,16337.803756547608
10000,3,7.49,0,4,0,0,94000,21.35,71.6,0,1,11143.98875
7250,3,11.99,1,2,4,0,49000,22.97,70.4,0,1,8584.25726
15600,5,17.49,3,2,0,4,60000,15,51.5,0,0,2036.79
8000,3,7.49,0,7,1,3,50000,17.98,0,0,1,8050.310000000001
12450,5,16.49,3,2,4,4,130000,10.01,68.3,0,1,13123.12105
5000,3,6.99,0,2,1,3,24000,23.25,47.7,0,1,5526.736943
9500,3,13.99,2,6,2,0,72000,21.98,49.6,0,1,11687.015522344682
15000,3,11.99,1,8,0,0,120000,4.39,23,0,1,17933.09884
30000,5,16.89,3,9,4,0,100000,7.12,72.1,0,1,35828.27702
15000,5,11.99,1,9,4,4,65004,11.09,69.3,0,1,17335.87294
6375,3,5.99,0,2,1,0,75000,29.92,12.8,0,1,6438.23
7950,5,16.49,3,2,5,0,52000,20.28,41.2,0,0,6779.69
6000,3,10.59,1,6,2,0,68000,14.66,73.2,0,1,6622.88853
24000,3,10.99,1,1,0,0,95000,12.33,14.8,0,1,27355.562014682204
19550,3,15.62,3,1,0,4,130000,7.49,95.7,0,1,24585.42656
5000,3,6.99,0,6,3,0,46800,15.72,36.9,0,1,5557.025542516501
31300,5,18.79,4,1,1,0,73500,17.57,55,0,1,45419.31548
24000,3,11.49,1,2,2,0,85000,11.77,50.4,0,1,28487.09333
35000,5,10.99,1,1,0,0,168000,14.35,22.9,0,1,45648.414219786406
30000,5,18.39,4,2,0,0,100000,10.75,59.4,0,1,45775.65993
4050,3,9.99,1,2,0,4,82000,23.13,56.8,0,1,4703.831517
21600,5,19.29,4,2,5,4,91140,10.72,95.9,0,1,26119.81767
7000,3,11.99,1,9,5,0,87996,7.16,21,0,1,7624.379307
3500,3,11.49,1,7,1,0,51621,19.95,90,0,1,4187.687648693401
16000,5,16.89,3,2,4,4,31200,15.08,75.8,0,1,17264.4176
10000,3,16.89,3,2,1,4,49000,23.39,54.8,0,1,12558.337060585898
10800,3,5.42,0,4,1,0,117000,10.94,19.7,0,1,11507.71364
15000,5,15.23,2,2,3,0,99000,11.84,35.4,0,0,2510.69
15000,3,6.99,0,1,0,3,72000,24.42,34.3,0,1,16671.15511
28800,3,7.49,0,6,0,4,89000,4.27,1,0,1,32212.955076300503
14000,3,16.89,3,1,0,4,122400,18.22,79.3,0,1,17941.312435409498
14000,5,10.59,1,2,0,4,32256,12.2,23.8,0,1,18092.34002
6400,5,19.29,4,2,1,4,29004,11.25,89.8,0,0,2649.28
14500,5,15.99,3,9,5,0,24996,15.36,0.2,0,1,15260.08695
2000,3,11.99,1,1,0,0,64800,5.81,69.3,0,1,2391.079843
4500,3,17.99,4,2,0,4,23421,13.53,99.6,0,1,5855.798890355501
9000,3,8.49,0,2,3,4,60000,15.02,22.9,0,1,10050.83856
5100,3,10.99,1,4,2,0,58800,23.82,69.7,0,1,6005.389645782198
10000,3,10.59,1,5,2,3,20856,10.82,21.1,0,1,10916.72553
7200,3,10.99,1,2,5,4,61490,19.32,29.2,0,1,8484.613835
5600,5,11.49,1,0,0,4,24000,3.75,8.3,0,1,6653.533413329499
6825,3,10.99,1,2,1,4,73000,14.56,67.2,0,1,7728.627125
2400,3,5.42,0,9,0,0,130000,7.78,15.1,0,1,2605.790272
6000,3,8.49,0,2,0,4,36000,11.17,23.5,0,1,6817.574796
15600,5,13.49,2,2,5,4,73358,10.8,21,0,1,18286.89672
5500,3,7.49,0,1,0,0,90080,6.73,25.74,0,1,5932.836778633498
13400,5,23.22,6,2,2,4,52000,20.58,98.2,0,1,21029.97167023889
10000,5,17.99,4,6,1,4,50004,24.57,60,0,1,15337.68458
8000,3,16.49,3,2,1,4,43000,19.84,56,0,1,10194.99251
